Código;Nome;  Preço (BRL)  
1515;Compacto Monitor; R$ 14.896,00 
1516;Mini Bateria; R$ 51.341,00 
1518;Ultra Controle; R$ 190.709,00 
1520;Flex Estojo; R$ 104.069,00 
1521;Compacto Faca; R$ 1.609,00 
1522;Active Capa; R$ 1.028,00 
1523;Premium Memória; R$ 852,00 
1525;Mini Cadeira; R$ 4.988,00 
1526;Avançado Faca; R$ 142.785,00 
1527;Ultra Caderno; R$ 51.346,00 
1528;Light Ferramenta Elétrica; R$ 72.077,00 
1529;Portátil Fogão; R$ 124.842,00 
1530;Max Bateria; R$ 77.316,00 
1531;Classic Liquidificador; R$ 15.849,00 
1532;Active Roteador; R$ 5.949,00 
1534;Active Liquidificador; R$ 16.204,00 
1536;Flex Almofada; R$ 72.575,00 
1538;Econômico Suporte; R$ 198.707,00 
1539;Max Hub; R$ 110.543,00 
1540;Flex SSD; R$ 121.199,00 
1542;Active Mesa; R$ 79.565,00 
1543;Compacto Panela; R$ 27.343,00 
1545;Mini Tela; R$ 12.573,00 
1547;Active Cadeira; R$ 106.303,00 
1548;Max SSD; R$ 139.487,00 
1550;Premium Almofada; R$ 147.826,00 
1551;Strong Camera; R$ 18.291,00 
1553;Light Caneca; R$ 34.542,00 
1555;Elegante Livro; R$ 158.627,00 
1556;Portátil Lâmpada; R$ 77.119,00 
1557;Pro Ferramenta Elétrica; R$ 35.788,00 
1559;Strong Cartucho; R$ 12.446,00 
1561;Classic Sensor; R$ 73.943,00 
1562;Classic Liquidificador; R$ 66.315,00 
1563;Strong Estojo; R$ 4.988,00 
1564;Premium Faca; R$ 48.433,00 
1565;Avançado Sensor; R$ 6.797,00 
1567;Max Suporte; R$ 173.669,00 
1568;Mini Mouse; R$ 18.597,00 
1569;Elegante Estojo; R$ 14.592,00 
1570;Light Adaptador; R$ 99.703,00 
1571;Portátil Mochila; R$ 14.696,00 
1572;Strong Fogão; R$ 86.851,00 
1573;Smart Filtro; R$ 55.267,00 
1574;Elegante Joystick; R$ 189.905,00 
1575;Elegante Tela; R$ 97.096,00 
1577;Premium Capa; R$ 144.484,00 
1579;Portátil Almofada; R$ 38.144,00 
1580;Strong Fonte; R$ 154.178,00 
1583;Portátil Livro; R$ 13.831,00 
1584;Active Controle; R$ 178.595,00 
1585;Portátil HD; R$ 155.489,00 
1588;Mini Cabo; R$ 116.995,00 
1590;Moderno Filtro; R$ 12.053,00 
1591;Portátil Parafuso; R$ 72.763,00 
1592;Classic Calculadora; R$ 192.699,00 
1594;Eco Joystick; R$ 102.224,00 
1597;Compacto Filtro; R$ 118.945,00 
1599;Smart Sensor; R$ 152.335,00 
1600;Rústico Filtro; R$ 128.904,00 
1601;Classic Mochila; R$ 121.584,00 
1603;Avançado Livro; R$ 50.633,00 
1605;Eco Capa; R$ 188.323,00 
1606;Turbo Mochila; R$ 108.677,00 
1607;Ultra Cadeira; R$ 37.451,00 
1608;Max Microfone; R$ 178.998,00 
1610;Moderno Sofá; R$ 1.806,00 
1611;Portátil Carregador; R$ 159.906,00 
1612;Moderno Colher; R$ 48.794,00 
1615;Rústico Relógio; R$ 188.373,00 
1617;Elegante Cooler; R$ 56.169,00 
1619;Econômico Ferramenta; R$ 142.619,00 
1620;Mini Mesa; R$ 163.495,00 
1623;Avançado Caneca; R$ 149.758,00 
1624;Mini Livro; R$ 6.526,00 
1625;Econômico Cabo; R$ 115.151,00 
1626;Portátil Ferramenta; R$ 143.658,00 
1627;Turbo Impressora; R$ 53.598,00 
1628;Pro Placa-Mãe; R$ 166.967,00 
1629;Ultra HD; R$ 194.295,00 
1632;Strong Sofá; R$ 61.497,00 
1635;Turbo Lâmpada; R$ 62.252,00 
1636;Elegante Bateria; R$ 68.281,00 
1637;Econômico Ferramenta; R$ 152.267,00 
1638;Light Colher; R$ 10.911,00 
1640;Econômico Cabo; R$ 47.308,00 
1641;Light Mouse; R$ 194.111,00 
1644;Smart Bateria; R$ 58.194,00 
1645;Premium Carregador; R$ 148.419,00 
1646;Portátil Caneta; R$ 160.209,00 
1647;Max Relógio; R$ 99.119,00 
1648;Max Suporte; R$ 4.148,00 
1649;Light Caneca; R$ 191.534,00 
1650;Rústico Panela; R$ 150.512,00 
1651;Turbo Monitor; R$ 95.944,00 
1652;Moderno PenDrive; R$ 133.382,00 
1653;Ultra Microfone; R$ 134.877,00 
1654;Elegante Agenda; R$ 95.729,00 
1655;Premium Mesa; R$ 160.659,00 
1656;Max Ferramenta Elétrica; R$ 170.812,00 
1658;Rústico Mouse; R$ 41.552,00 
1659;Eco Agenda; R$ 10.646,00 
1660;Elegante Joystick; R$ 64.665,00 
1661;Ultra Calculadora; R$ 5.520,00 
1663;Pro Joystick; R$ 22.747,00 
1664;Pro Caixa; R$ 20.373,00 
1666;Mini Caneca; R$ 24.962,00 
1668;Active Carregador; R$ 107.876,00 
1669;Avançado Parafuso; R$ 8.955,00 
1670;Pro Liquidificador; R$ 88.587,00 
1671;Light Cobertor; R$ 161.442,00 
1672;Moderno Camiseta; R$ 86.789,00 
1673;Flex Panela; R$ 138.992,00 
1674;Pro Almofada; R$ 80.355,00 
1675;Light Suporte; R$ 11.946,00 
1676;Econômico Gabinete; R$ 122.317,00 
1677;Compacto Agenda; R$ 117.871,00 
1678;Moderno PenDrive; R$ 120.476,00 
1679;Mini Bateria; R$ 178.878,00 
1680;Max Caneta; R$ 33.154,00 
1681;Premium Filtro; R$ 167.801,00 
1682;Turbo Fita; R$ 25.673,00 
1683;Portátil Caneta; R$ 115.584,00 
1684;Portátil Bateria; R$ 129.904,00 
1685;Pro Cabo; R$ 42.513,00 
1686;Classic Lâmpada; R$ 8.994,00 
1688;Ultra Memória; R$ 99.495,00 
1689;Eco Suporte; R$ 185.705,00 
1690;Rústico Controle; R$ 3.591,00 
1693;Rústico Fone; R$ 171.541,00 
1694;Flex Bateria; R$ 64.052,00 
1696;Premium Livro; R$ 125.855,00 
1697;Turbo Livro; R$ 169.219,00 
1698;Portátil Cabo; R$ 87.496,00 
1699;Active Batedeira; R$ 157.353,00 
1700;Active Monitor; R$ 159.402,00 
1701;Eco Adaptador; R$ 146.869,00 
1703;Turbo Suporte; R$ 164.935,00 
1704;Moderno Carregador; R$ 83.426,00 
1705;Pro Ferramenta; R$ 9.758,00 
1706;Ultra Hub; R$ 6.095,00 
1707;Avançado Sofá; R$ 55.856,00 
1708;Smart Parafuso; R$ 89.343,00 
1710;Mini Filtro; R$ 183.381,00 
1711;Avançado Mochila; R$ 198.873,00 
1712;Ultra Capa; R$ 54.702,00 
1713;Strong Placa-Mãe; R$ 71.409,00 
1714;Light Faca; R$ 90.331,00 
1715;Max Sensor; R$ 169.565,00 
1717;Active Controle; R$ 11.553,00 
1719;Flex Mochila; R$ 199.205,00 
1722;Econômico Controle; R$ 72.315,00 
1723;Premium Suporte; R$ 19.256,00 
1724;Portátil Hub; R$ 51.581,00 
1725;Eco Camera; R$ 56.793,00 
1726;Mini Tela; R$ 128.159,00 
1728;Elegante Placa; R$ 138.548,00 
1729;Turbo Cartucho; R$ 175.672,00 
1730;Turbo Monitor; R$ 64.481,00 
1731;Portátil Caneta; R$ 162.542,00 
1735;Premium Livro; R$ 98.376,00 
1736;Active Microfone; R$ 18.998,00 
1737;Eco Caderno; R$ 53.789,00 
1738;Econômico Joystick; R$ 149.389,00 
1739;Rústico Batedeira; R$ 54.183,00 
1740;Max Hub; R$ 67.658,00 
1742;Mini Suporte; R$ 133.986,00 
1744;Flex Teclado Mecânico; R$ 188.475,00 
1745;Econômico Cartucho; R$ 187.935,00 
1746;Econômico Teclado Mecânico; R$ 134.785,00 
1747;Avançado Cadeira; R$ 42.499,00 
1748;Ultra Fita; R$ 16.570,00 
1749;Flex Caderno; R$ 138.124,00 
1750;Max Colher; R$ 194.325,00 
1751;Smart Capa; R$ 1.143,00 
1752;Ultra Cooler; R$ 180.983,00 
1754;Ultra Batedeira; R$ 199.937,00 
1756;Pro Placa-Mãe; R$ 190.426,00 
1757;Moderno Suporte; R$ 156.178,00 
1758;Flex Adaptador; R$ 137.322,00 
1759;Portátil Caneca; R$ 32.529,00 
1760;Ultra Monitor; R$ 185.742,00 
1761;Max Cadeira; R$ 94.294,00 
1762;Ultra Impressora; R$ 10.583,00 
1763;Turbo Hub; R$ 141.501,00 
1764;Avançado Caneca; R$ 15.504,00 
1765;Strong Cadeira; R$ 95.223,00 
1766;Moderno Fita; R$ 11.457,00 
1767;Mini Capa; R$ 134.613,00 
1768;Portátil HD; R$ 176.205,00 
1769;Max Caneta; R$ 99.846,00 
1770;Pro Placa; R$ 189.377,00 
1771;Moderno Suporte; R$ 111.286,00 
1772;Moderno Bateria; R$ 198.199,00 
1773;Premium Livro; R$ 168.378,00 
1774;Active Sofá; R$ 172.738,00 
1775;Moderno Joystick; R$ 147.208,00 
1776;Eco Hub; R$ 12.920,00 
1777;Turbo Suporte; R$ 85.562,00 
1778;Light Monitor; R$ 80.915,00 
1779;Elegante Caneca; R$ 47.333,00 
1781;Light Colher; R$ 162.285,00 
1782;Ultra Tela; R$ 108.291,00 
1783;Avançado Colher; R$ 157.697,00 
1784;Mini Camiseta; R$ 37.886,00 
1785;Classic Cooler; R$ 93.204,00 
1786;Mini Panela; R$ 136.427,00 
1787;Smart Relógio; R$ 61.593,00 
1788;Premium Hub; R$ 10.842,00 
1789;Premium Fita; R$ 128.464,00 
1790;Avançado Camera; R$ 154.169,00 
1792;Active Relógio; R$ 160.892,00 
1793;Avançado Camera; R$ 57.451,00 
1794;Turbo Cartucho; R$ 138.546,00 
1796;Max Roteador; R$ 19.212,00 
1797;Avançado Bateria; R$ 120.829,00 
1798;Moderno Liquidificador; R$ 79.921,00 
1799;Portátil Ferramenta; R$ 20.971,00 
1800;Portátil Mouse; R$ 7.130,00 
1801;Light Liquidificador; R$ 9.590,00 
1803;Smart Suporte; R$ 93.673,00 
1804;Rústico Mouse; R$ 105.337,00 
1805;Avançado Fita; R$ 28.343,00 
1807;Eco Cobertor; R$ 84.305,00 
1808;Rústico Monitor; R$ 57.941,00 
1809;Premium Carregador; R$ 198.997,00 
1810;Flex Mesa; R$ 11.749,00 
1811;Eco Filtro; R$ 78.223,00 
1813;Econômico Faca; R$ 85.951,00 
1814;Avançado Relógio; R$ 67.067,00 
1815;Econômico Lâmpada; R$ 170.978,00 
1817;Ultra Ferramenta; R$ 160.661,00 
1818;Econômico Joystick; R$ 6.895,00 
1819;Strong Mochila; R$ 35.598,00 
1820;Eco Placa-Mãe; R$ 7.697,00 
1821;Light PenDrive; R$ 77.945,00 
1823;Avançado Caneca; R$ 85.704,00 
1824;Pro Teclado Mecânico; R$ 95.548,00 
1825;Moderno Ferramenta Elétrica; R$ 12.865,00 
1826;Max Cartucho; R$ 125.163,00 
1827;Strong Colher; R$ 28.814,00 
1828;Active Mochila; R$ 11.167,00 
1829;Flex Caneca; R$ 134.143,00 
1831;Mini Sofá; R$ 13.131,00 
1832;Elegante Joystick; R$ 43.544,00 
1833;Max Suporte; R$ 170.068,00 
1834;Moderno Liquidificador; R$ 61.921,00 
1835;Light Parafuso; R$ 147.523,00 
1836;Elegante Mouse; R$ 4.167,00 
1837;Turbo Caixa; R$ 42.096,00 
1838;Flex SSD; R$ 154.271,00 
1839;Pro Placa; R$ 6.028,00 
1840;Strong Memória; R$ 35.981,00 
1841;Ultra Colher; R$ 197.451,00 
1843;Max Almofada; R$ 143.363,00 
1844;Moderno Cobertor; R$ 151.699,00 
1845;Avançado Faca; R$ 56.102,00 
1846;Mini Capa; R$ 5.664,00 
1847;Premium Carregador; R$ 110.663,00 
1848;Ultra Processador; R$ 18.512,00 
1849;Econômico Parafuso; R$ 76.177,00 
1850;Flex Régua; R$ 115.654,00 
1851;Smart Gabinete; R$ 70.815,00 
1852;Turbo Tela; R$ 122.354,00 
1853;Smart Capa; R$ 24.006,00 
1854;Max Mochila; R$ 129.149,00 
1855;Rústico Caderno; R$ 35.321,00 
1856;Max PenDrive; R$ 169.486,00 
1857;Turbo Liquidificador; R$ 84.395,00 
1858;Active Camiseta; R$ 52.937,00 
1862;Premium Processador; R$ 110.882,00 
1863;Premium Cartucho; R$ 198.702,00 
1865;Flex Filtro; R$ 53.002,00 
1866;Max Almofada; R$ 18.301,00 
1867;Moderno Colher; R$ 118.229,00 
1868;Elegante Livro; R$ 1.963,00 
1869;Moderno Bateria; R$ 16.881,00 
1870;Pro Lâmpada; R$ 29.444,00 
1871;Premium Adaptador; R$ 162.038,00 
1872;Classic Caderno; R$ 165.366,00 
1874;Elegante Cooler; R$ 181.232,00 
1876;Active Camera; R$ 198.558,00 
1877;Compacto HD; R$ 120.746,00 
1878;Light Caneta; R$ 77.262,00 
1879;Light Lâmpada; R$ 86.728,00 
1880;Elegante Ferramenta Elétrica; R$ 86.826,00 
1881;Avançado Cabo; R$ 116.142,00 
1882;Pro Filtro; R$ 31.259,00 
1883;Pro Processador; R$ 115.004,00 
1884;Classic Carregador; R$ 185.472,00 
1885;Ultra Tela; R$ 165.504,00 
1886;Classic PenDrive; R$ 111.746,00 
1887;Classic Almofada; R$ 41.958,00 
1888;Rústico Cabo; R$ 96.593,00 
1889;Avançado Ferramenta Elétrica; R$ 176.166,00 
1890;Turbo Sofá; R$ 135.348,00 
1891;Strong Ferramenta; R$ 177.084,00 
1892;Pro Livro; R$ 57.755,00 
1893;Portátil Almofada; R$ 32.224,00 
1894;Eco Caneta; R$ 100.431,00 
1895;Smart Caneca; R$ 77.289,00 
1896;Portátil Relógio; R$ 95.071,00 
1897;Ultra Tela; R$ 96.128,00 
1898;Ultra Lâmpada; R$ 61.645,00 
1899;Moderno Batedeira; R$ 110.203,00 
1901;Moderno Filtro; R$ 11.215,00 
1902;Portátil Microfone; R$ 49.106,00 
1903;Smart Calculadora; R$ 16.335,00 
1904;Compacto Teclado Mecânico; R$ 14.634,00 
1905;Light Monitor; R$ 174.902,00 
1906;Strong Cartucho; R$ 95.242,00 
1907;Portátil Cabo; R$ 2.776,00 
1908;Mini Lâmpada; R$ 158.681,00 
1909;Flex Processador; R$ 19.909,00 
1910;Light Teclado; R$ 115.303,00 
1911;Portátil HD; R$ 162.896,00 
1914;Strong Monitor; R$ 189.783,00 
1917;Elegante Adaptador; R$ 85.191,00 
1918;Smart Colher; R$ 123.669,00 
1919;Avançado Placa; R$ 29.565,00 
1920;Ultra Caneta; R$ 172.451,00 
1922;Ultra Lâmpada; R$ 61.394,00 
1923;Pro Gabinete; R$ 154.917,00 
1924;Premium Carregador; R$ 102.449,00 
1926;Light Cooler; R$ 29.145,00 
1927;Mini Cooler; R$ 190.856,00 
1928;Portátil Microfone; R$ 143.879,00 
1930;Avançado Teclado Mecânico; R$ 97.739,00 
1932;Classic Placa; R$ 146.893,00 
1933;Mini Régua; R$ 175.997,00 
1934;Rústico Fone; R$ 105.536,00 
1935;Mini Fone; R$ 166.506,00 
1936;Light Controle; R$ 172.192,00 
1938;Smart Fita; R$ 34.707,00 
1942;Turbo Mochila; R$ 97.774,00 
1943;Avançado Placa; R$ 51.793,00 
1944;Max Colher; R$ 157.796,00 
1946;Pro Panela; R$ 123.506,00 
1947;Eco Suporte; R$ 10.876,00 
1948;Premium Controle; R$ 4.093,00 
1950;Turbo Batedeira; R$ 17.446,00 
1951;Compacto Tela; R$ 156.971,00 
1952;Elegante Placa-Mãe; R$ 119.563,00 
1953;Avançado Joystick; R$ 173.306,00 
1957;Light Caneca; R$ 149.994,00 
1959;Smart Monitor; R$ 6.369,00 
1960;Light Lâmpada; R$ 4.447,00 
1961;Active Fonte; R$ 133.311,00 
1963;Classic Lâmpada; R$ 4.141,00 
1964;Smart Impressora; R$ 4.527,00 
1965;Portátil Sofá; R$ 1.596,00 
1967;Eco Mochila; R$ 92.308,00 
1968;Flex Hub; R$ 20.906,00 
1969;Avançado Ferramenta Elétrica; R$ 14.278,00 
1970;Eco Cabo; R$ 11.923,00 
1971;Rústico Mouse; R$ 160.992,00 
1974;Premium Lâmpada; R$ 9.155,00 
1975;Ultra Sofá; R$ 197.681,00 
1977;Active Fogão; R$ 7.320,00 
1978;Turbo Impressora; R$ 106.057,00 
1980;Smart SSD; R$ 124.254,00 
1981;Portátil Cobertor; R$ 44.792,00 
1982;Avançado Liquidificador; R$ 71.842,00 
1983;Eco Relógio; R$ 6.478,00 
1984;Econômico Teclado Mecânico; R$ 116.696,00 
1985;Strong Carregador; R$ 74.321,00 
1986;Moderno Bateria; R$ 180.576,00 
1987;Active Monitor; R$ 132.513,00 
1988;Mini Caneca; R$ 6.555,00 
1989;Strong HD; R$ 23.203,00 
1992;Flex Microfone; R$ 79.435,00 
1993;Classic Teclado Mecânico; R$ 168.746,00 
1995;Max Carregador; R$ 1.878,00 
1998;Pro Colher; R$ 9.741,00 
1999;Portátil Gabinete; R$ 139.621,00 
2000;Rústico Sofá; R$ 13.588,00 
2002;Classic Teclado Mecânico; R$ 92.504,00 
2003;Elegante Ferramenta; R$ 113.661,00 
2004;Premium Bateria; R$ 18.909,00 
2006;Moderno Sofá; R$ 72.212,00 
2007;Ultra Adaptador; R$ 190.338,00 
2009;Eco Fonte; R$ 199.785,00 
2012;Max Faca; R$ 141.275,00 
2013;Light Cobertor; R$ 140.189,00 
2015;Eco Tela; R$ 195.084,00 
2017;Elegante Suporte; R$ 43.008,00 
2020;Compacto Controle; R$ 126.906,00 
2021;Smart Cadeira; R$ 9.336,00 
2022;Ultra Lâmpada; R$ 16.837,00 
2023;Active Memória; R$ 175.012,00 
2024;Moderno Teclado Mecânico; R$ 19.992,00 
2025;Premium Agenda; R$ 176.286,00 
2026;Classic Panela; R$ 5.824,00 
2027;Compacto Hub; R$ 34.775,00 
2028;Econômico Régua; R$ 31.719,00 
2029;Compacto HD; R$ 165.503,00 
2030;Strong Cooler; R$ 195.908,00 
2031;Mini Cabo; R$ 123.507,00 
2032;Active Cadeira; R$ 32.033,00 
2034;Active Liquidificador; R$ 189.884,00 
2036;Active Fone; R$ 52.585,00 
2037;Max Cadeira; R$ 196.573,00 
2038;Eco Fita; R$ 83.477,00 
2039;Avançado Joystick; R$ 42.139,00 
2040;Turbo Cabo; R$ 76.563,00 
2041;Turbo Batedeira; R$ 5.435,00 
2042;Premium Processador; R$ 138.645,00 
2043;Econômico Mesa; R$ 85.558,00 
2044;Elegante Adaptador; R$ 8.087,00 
2045;Flex Régua; R$ 34.628,00 
2046;Econômico Estojo; R$ 13.024,00 
2047;Active Hub; R$ 171.106,00 
2048;Compacto SSD; R$ 195.181,00 
2049;Ultra Régua; R$ 54.533,00 
2050;Rústico Fone; R$ 68.607,00 
2051;Portátil Cabo; R$ 144.512,00 
2052;Rústico Camera; R$ 16.699,00 
2054;Max Faca; R$ 1.715,00 
2055;Strong Ferramenta Elétrica; R$ 166.094,00 
2056;Portátil Memória; R$ 142.388,00 
2057;Max Relógio; R$ 6.672,00 
2058;Rústico Bateria; R$ 157.341,00 
2060;Strong Fita; R$ 68.123,00 
2061;Rústico Fita; R$ 1.704,00 
2062;Flex Caneta; R$ 63.508,00 
2063;Elegante Caderno; R$ 48.863,00 
2064;Econômico Fone; R$ 14.475,00 
2065;Rústico Microfone; R$ 22.945,00 
2066;Max Hub; R$ 188.773,00 
2067;Portátil Impressora; R$ 122.443,00 
2068;Active Almofada; R$ 182.306,00 
2069;Flex Filtro; R$ 192.436,00 
2070;Max Livro; R$ 162.633,00 
2071;Compacto Tela; R$ 81.585,00 
2072;Turbo Faca; R$ 16.619,00 
2074;Max Fonte; R$ 81.543,00 
2075;Classic Camera; R$ 156.201,00 
2076;Active Sofá; R$ 159.867,00 
2077;Elegante Panela; R$ 140.704,00 
2079;Turbo Estojo; R$ 185.424,00 
2080;Ultra Caneta; R$ 15.144,00 
2082;Premium Hub; R$ 121.586,00 
2084;Strong Caderno; R$ 169.545,00 
2085;Econômico Ferramenta Elétrica; R$ 51.705,00 
2086;Smart Batedeira; R$ 100.733,00 
2087;Flex Fogão; R$ 178.244,00 
2088;Mini Livro; R$ 75.516,00 
2089;Avançado Placa; R$ 63.706,00 
2090;Compacto Mesa; R$ 70.312,00 
2092;Portátil Caderno; R$ 34.243,00 
2093;Smart Gabinete; R$ 62.268,00 
2094;Turbo Caixa; R$ 17.305,00 
2095;Flex Parafuso; R$ 151.545,00 
2096;Active Estojo; R$ 77.664,00 
2097;Moderno Cobertor; R$ 175.406,00 
2098;Active Liquidificador; R$ 132.753,00 
2100;Turbo Camiseta; R$ 83.298,00 
2101;Avançado Monitor; R$ 22.371,00 
2103;Turbo Ferramenta; R$ 98.659,00 
2104;Turbo Caneca; R$ 17.062,00 
2105;Smart Agenda; R$ 176.021,00 
2107;Smart Filtro; R$ 32.292,00 
2108;Moderno Camiseta; R$ 155.546,00 
2111;Active Sofá; R$ 11.257,00 
2112;Flex HD; R$ 165.553,00 
2113;Classic Lâmpada; R$ 19.879,00 
2114;Active Memória; R$ 11.576,00 
2115;Smart Adaptador; R$ 192.919,00 
2116;Portátil Microfone; R$ 4.702,00 
2117;Premium Faca; R$ 1.559,00 
2119;Premium Parafuso; R$ 157.241,00 
2120;Light Camera; R$ 66.398,00 
2121;Rústico Sensor; R$ 182.141,00 
2122;Moderno Panela; R$ 8.887,00 
2125;Active Fogão; R$ 109.906,00 
2126;Eco Placa-Mãe; R$ 17.013,00 
2127;Elegante Carregador; R$ 65.556,00 
2128;Mini Sensor; R$ 9.804,00 
2130;Elegante Sofá; R$ 58.293,00 
2131;Strong Controle; R$ 18.051,00 
2132;Econômico Capa; R$ 181.273,00 
2133;Flex Agenda; R$ 56.159,00 
2134;Flex Agenda; R$ 27.911,00 
2135;Flex Relógio; R$ 194.597,00 
2136;Eco Suporte; R$ 52.485,00 
2138;Mini Ferramenta; R$ 81.178,00 
2139;Active Estojo; R$ 158.298,00 
2140;Elegante HD; R$ 4.247,00 
2141;Rústico Fonte; R$ 107.994,00 
2142;Turbo Fita; R$ 140.145,00 
2143;Active Placa-Mãe; R$ 169.685,00 
2145;Compacto Caixa; R$ 163.917,00 
2146;Flex Faca; R$ 45.852,00 
2147;Max Mesa; R$ 133.981,00 
2149;Strong Parafuso; R$ 195.899,00 
2150;Elegante Placa-Mãe; R$ 176.455,00 
2151;Classic Cartucho; R$ 82.436,00 
2152;Econômico Camiseta; R$ 50.787,00 
2153;Strong Estojo; R$ 123.675,00 
2154;Classic Roteador; R$ 198.792,00 
2155;Mini Gabinete; R$ 9.079,00 
2156;Max Processador; R$ 29.024,00 
2157;Max Caixa; R$ 13.022,00 
2158;Pro Memória; R$ 14.526,00 
2159;Eco Ferramenta Elétrica; R$ 133.223,00 
2160;Max Camera; R$ 23.721,00 
2161;Ultra Lâmpada; R$ 30.398,00 
2162;Premium Sofá; R$ 181.347,00 
2163;Rústico Cobertor; R$ 1.613,00 
2164;Premium Livro; R$ 195.181,00 
2166;Ultra Liquidificador; R$ 1.618,00 
2167;Max Filtro; R$ 130.849,00 
2168;Premium Caneca; R$ 9.296,00 
2169;Eco Mesa; R$ 107.207,00 
2170;Pro Processador; R$ 180.383,00 
2171;Portátil Relógio; R$ 44.382,00 
2172;Strong Agenda; R$ 72.309,00 
2173;Rústico PenDrive; R$ 94.745,00 
2175;Smart Cabo; R$ 45.513,00 
2176;Pro Adaptador; R$ 149.773,00 
2177;Portátil Cooler; R$ 157.468,00 
2178;Turbo Liquidificador; R$ 78.591,00 
2179;Econômico Mouse; R$ 14.757,00 
2180;Rústico Caneta; R$ 136.792,00 
2182;Light Agenda; R$ 24.739,00 
2183;Strong Cadeira; R$ 92.068,00 
2184;Smart Placa; R$ 17.166,00 
2185;Turbo Colher; R$ 8.033,00 
2186;Portátil Cooler; R$ 159.408,00 
2187;Avançado Teclado Mecânico; R$ 86.767,00 
2189;Light Sofá; R$ 166.426,00 
2190;Premium Camera; R$ 91.702,00 
2191;Classic Suporte; R$ 151.675,00 
2192;Moderno Hub; R$ 22.621,00 
2193;Pro Sensor; R$ 148.646,00 
2194;Premium PenDrive; R$ 176.174,00 
2195;Max Relógio; R$ 1.586,00 
2196;Elegante Faca; R$ 90.031,00 
2197;Smart SSD; R$ 94.913,00 
2199;Premium Controle; R$ 101.627,00 
2200;Strong Caneta; R$ 194.796,00 
2201;Elegante Bateria; R$ 72.836,00 
2202;Light Tela; R$ 87.641,00 
2203;Flex Placa; R$ 10.613,00 
2204;Rústico Teclado; R$ 85.864,00 
2205;Classic Mouse; R$ 96.896,00 
2208;Classic Teclado Mecânico; R$ 97.876,00 
2209;Max Agenda; R$ 137.767,00 
2210;Compacto Régua; R$ 12.102,00 
2211;Turbo Mouse; R$ 32.285,00 
2212;Compacto Capa; R$ 165.603,00 
2213;Portátil Bateria; R$ 11.087,00 
2215;Mini Ferramenta Elétrica; R$ 117.445,00 
2216;Active Cartucho; R$ 23.905,00 
2217;Pro Placa; R$ 41.457,00 
2218;Turbo Ferramenta; R$ 19.016,00 
2219;Light Colher; R$ 118.577,00 
2221;Light Joystick; R$ 72.795,00 
2222;Mini Cobertor; R$ 90.768,00 
2223;Compacto Camera; R$ 35.753,00 
2224;Classic Almofada; R$ 73.027,00 
2225;Smart Ferramenta; R$ 97.312,00 
2226;Moderno Almofada; R$ 44.798,00 
2227;Elegante Placa-Mãe; R$ 84.853,00 
2230;Active Caneca; R$ 56.437,00 
2231;Smart Hub; R$ 137.779,00 
2232;Avançado Mochila; R$ 179.113,00 
2233;Premium Cooler; R$ 135.734,00 
2235;Classic Placa; R$ 137.551,00 
2236;Strong Adaptador; R$ 9.465,00 
2237;Premium Controle; R$ 118.805,00 
2238;Premium Teclado; R$ 161.777,00 
2239;Portátil Cabo; R$ 161.722,00 
2241;Light Joystick; R$ 125.795,00 
2242;Smart Cadeira; R$ 154.763,00 
2243;Compacto HD; R$ 118.383,00 
2244;Premium HD; R$ 169.549,00 
2245;Classic Fogão; R$ 197.797,00 
2246;Premium Cabo; R$ 10.813,00 
2247;Turbo Suporte; R$ 18.575,00 
2248;Smart Suporte; R$ 134.398,00 
2249;Ultra Carregador; R$ 33.452,00 
2250;Rústico Microfone; R$ 15.119,00 
2251;Light Joystick; R$ 15.962,00 
2253;Compacto Caixa; R$ 43.627,00 
2254;Ultra Caneca; R$ 19.659,00 
2255;Elegante SSD; R$ 3.404,00 
2256;Flex PenDrive; R$ 11.209,00 
2257;Premium Colher; R$ 8.141,00 
2258;Avançado Mesa; R$ 71.856,00 
2259;Classic Caneca; R$ 164.848,00 
2260;Active Relógio; R$ 8.178,00 
2261;Ultra Microfone; R$ 14.438,00 
2263;Econômico Fonte; R$ 129.961,00 
2264;Rústico Caixa; R$ 143.677,00 
2266;Portátil Roteador; R$ 79.944,00 
2267;Strong Calculadora; R$ 48.571,00 
2268;Mini Processador; R$ 12.923,00 
2269;Premium Ferramenta; R$ 180.354,00 
2270;Moderno Adaptador; R$ 185.451,00 
2272;Max Batedeira; R$ 177.056,00 
2273;Strong Memória; R$ 124.738,00 
2274;Rústico Placa; R$ 63.949,00 
2275;Premium Mochila; R$ 78.589,00 
2276;Econômico Sofá; R$ 179.852,00 
2278;Ultra Cadeira; R$ 8.740,00 
2279;Flex Parafuso; R$ 82.963,00 
2280;Pro Fonte; R$ 19.652,00 
2281;Pro Caneca; R$ 81.471,00 
2283;Ultra Panela; R$ 6.977,00 
2284;Strong Cadeira; R$ 17.200,00 
2285;Light Liquidificador; R$ 184.776,00 
2286;Avançado Capa; R$ 149.368,00 
2287;Flex Fone; R$ 77.459,00 
2288;Avançado Suporte; R$ 197.381,00 
2289;Econômico Fogão; R$ 26.984,00 
2291;Elegante Joystick; R$ 196.172,00 
2292;Eco Caderno; R$ 75.455,00 
2293;Turbo Cartucho; R$ 97.891,00 
2294;Pro Teclado; R$ 185.262,00 
2295;Eco SSD; R$ 161.971,00 
